created_at,temperature,humidity,motion,gas,alarm,is_night,motion_duration_sec,class,reason
2026-06-21T01:23:06.628177,30.2,60.0,0,0,0,1,0,1,warm
2026-06-21T01:23:08.633922,30.8,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:12.645273,30.4,59.0,1,0,0,1,0,1,warm
2026-06-21T01:23:12.646286,30.0,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:14.650848,30.5,59.0,1,0,0,1,0,1,warm
2026-06-21T01:23:16.657719,30.1,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:18.664210,30.7,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:20.670141,30.4,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:22.675121,30.4,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:24.682863,30.5,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:26.688340,30.0,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:28.693563,30.8,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:30.699513,30.2,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:32.706680,30.0,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:34.712533,30.3,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:36.718576,30.9,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:38.725620,30.1,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:40.730735,30.0,59.0,0,0,0,1,0,1,warm
2026-06-21T01:23:42.736785,30.6,59.0,1,0,0,1,0,1,warm
2026-06-21T01:23:44.741382,30.0,59.0,1,0,0,1,2,1,warm
2026-06-21T01:23:46.747728,29.4,60.0,0,0,0,1,0,1,warm
2026-06-21T01:23:50.759865,29.5,60.0,1,0,0,1,0,0,normal
2026-06-21T01:23:50.760867,29.9,60.0,0,0,0,1,0,0,normal
2026-06-21T01:23:56.777649,29.3,60.0,1,0,0,1,0,0,normal
2026-06-21T01:23:56.779649,29.2,60.0,1,0,0,1,2,1,night_brief_motion
2026-06-21T01:23:56.780651,29.0,60.0,1,0,0,1,2,1,night_brief_motion
2026-06-21T01:23:58.784991,29.3,60.0,0,0,0,1,0,0,normal
2026-06-21T01:24:00.790301,29.5,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:02.789279,29.5,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:06.807465,29.6,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:06.809472,29.1,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:10.819631,29.4,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:10.821652,29.9,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:14.833048,29.3,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:14.834033,29.8,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:18.844889,29.5,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:18.845900,29.5,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:22.856583,29.5,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:22.856583,29.4,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:26.868412,29.8,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:26.868412,29.9,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:28.874568,29.2,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:30.881364,29.0,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:32.886671,29.1,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:34.892979,29.3,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:36.898982,29.7,61.0,1,0,0,1,0,0,normal
2026-06-21T01:24:38.904453,29.8,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:40.915673,29.9,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:44.923322,29.2,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:44.924344,29.9,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:46.928890,29.1,62.0,0,0,0,1,0,0,normal
2026-06-21T01:24:48.935381,29.9,62.0,0,0,0,1,0,0,normal
2026-06-21T01:24:52.946862,29.9,62.0,0,0,0,1,0,0,normal
2026-06-21T01:24:52.948862,29.5,61.0,0,0,0,1,0,0,normal
2026-06-21T01:24:54.953182,29.7,62.0,0,0,0,1,0,0,normal
